                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 3.5934,                 3.2532,                 2.0852,                0.11671,                0.25393,                0.18636,                0.07996,                 4.1532,                 6.4354,                 2.1529,             0.00079386,             0.00079386,             0.00079386
                     61,                 3.4978,                 3.2262,                 1.9808,                0.11671,                0.25393,                0.18636,                0.07996,                 4.1532,                 6.4354,                 2.1529,             0.00080647,             0.00080647,             0.00080647
                     62,                 3.7041,                 3.1711,                 1.9818,                0.11671,                0.25393,                0.18636,                0.07996,                 4.1532,                 6.4354,                 2.1529,             0.00081905,             0.00081905,             0.00081905
                     63,                  4.117,                 3.4179,                  1.927,                0.13802,                0.31145,                0.21678,                0.08815,                 4.1376,                 6.1104,                 2.1495,              0.0008316,              0.0008316,              0.0008316
                     64,                  4.049,                 3.4645,                 2.0509,                0.13802,                0.31145,                0.21678,                0.08815,                 4.1376,                 6.1104,                 2.1495,             0.00084412,             0.00084412,             0.00084412
                     65,                 3.6684,                 3.0423,                 1.9065,                0.13802,                0.31145,                0.21678,                0.08815,                 4.1376,                 6.1104,                 2.1495,             0.00085661,             0.00085661,             0.00085661
                     66,                 3.4583,                 3.1707,                 1.9532,                0.14629,                0.31762,                0.22282,                0.09395,                 4.1689,                 5.8265,                   2.19,             0.00086908,             0.00086908,             0.00086908
                     67,                 3.2891,                 2.9373,                 1.9479,                0.14629,                0.31762,                0.22282,                0.09395,                 4.1689,                 5.8265,                   2.19,             0.00088152,             0.00088152,             0.00088152
                     68,                 3.2863,                 3.0682,                 1.9477,                0.14629,                0.31762,                0.22282,                0.09395,                 4.1689,                 5.8265,                   2.19,             0.00089392,             0.00089392,             0.00089392
                     69,                 3.7807,                 2.9636,                 1.9732,                0.15591,                0.33333,                 0.2194,                0.09829,                 4.0445,                 5.6204,                 2.1529,              0.0009063,              0.0009063,              0.0009063
                     70,                  3.645,                 3.0972,                  2.045,                0.15591,                0.33333,                 0.2194,                0.09829,                 4.0445,                 5.6204,                 2.1529,             0.00091866,             0.00091866,             0.00091866
                     71,                 3.8957,                 3.0429,                 1.9737,                0.15591,                0.33333,                 0.2194,                0.09829,                 4.0445,                 5.6204,                 2.1529,             0.00093098,             0.00093098,             0.00093098
                     72,                 3.5411,                 2.9564,                 1.9645,                0.14092,                0.29938,                0.16519,                0.07131,                 4.5652,                 5.5036,                 2.2605,             0.00094327,             0.00094327,             0.00094327
                     73,                 3.9238,                  2.916,                  1.998,                0.14092,                0.29938,                0.16519,                0.07131,                 4.5652,                 5.5036,                 2.2605,             0.00095554,             0.00095554,             0.00095554
                     74,                 3.3964,                 2.7588,                 1.9385,                0.14092,                0.29938,                0.16519,                0.07131,                 4.5652,                 5.5036,                 2.2605,             0.00096778,             0.00096778,             0.00096778
                     75,                 3.6336,                 2.8752,                 1.9515,                0.12095,                0.24551,                0.12798,                0.04123,                 5.1189,                 5.5444,                 2.4217,             0.00097999,             0.00097999,             0.00097999
                     76,                 3.7046,                 3.0135,                 2.0566,                0.12095,                0.24551,                0.12798,                0.04123,                 5.1189,                 5.5444,                 2.4217,             0.00099217,             0.00099217,             0.00099217
                     77,                 3.7966,                 3.0476,                 2.0479,                0.12095,                0.24551,                0.12798,                0.04123,                 5.1189,                 5.5444,                 2.4217,              0.0010043,              0.0010043,              0.0010043
                     78,                 3.5631,                 2.9187,                 2.0699,                0.14546,                0.27946,                0.14644,                0.04664,                 4.5963,                 5.3145,                  2.316,              0.0010165,              0.0010165,              0.0010165
                     79,                 3.4261,                 2.6434,                  1.943,                0.14546,                0.27946,                0.14644,                0.04664,                 4.5963,                 5.3145,                  2.316,              0.0010285,              0.0010285,              0.0010285
                     80,                 3.3891,                 2.7753,                 2.0275,                0.14546,                0.27946,                0.14644,                0.04664,                 4.5963,                 5.3145,                  2.316,              0.0010406,              0.0010406,              0.0010406
                     81,                 3.2291,                 2.5133,                 1.9692,                0.18777,                0.33838,                0.19699,                0.08687,                 3.7841,                 5.0426,                 2.1391,              0.0010527,              0.0010527,              0.0010527
                     82,                 3.3405,                 2.6655,                 2.0624,                0.18777,                0.33838,                0.19699,                0.08687,                 3.7841,                 5.0426,                 2.1391,              0.0010647,              0.0010647,              0.0010647
                     83,                 3.0036,                  2.359,                 1.9382,                0.18777,                0.33838,                0.19699,                0.08687,                 3.7841,                 5.0426,                 2.1391,              0.0010767,              0.0010767,              0.0010767
                     84,                 3.2156,                 2.5301,                 2.0253,                0.20431,                0.36195,                0.24944,                0.10891,                 3.8161,                 4.8971,                  2.173,              0.0010886,              0.0010886,              0.0010886
                     85,                 3.3009,                 2.5328,                 2.0323,                0.20431,                0.36195,                0.24944,                0.10891,                 3.8161,                 4.8971,                  2.173,              0.0011005,              0.0011005,              0.0011005
                     86,                 4.3453,                 2.7304,                 2.0028,                0.20431,                0.36195,                0.24944,                0.10891,                 3.8161,                 4.8971,                  2.173,              0.0011124,              0.0011124,              0.0011124
                     87,                 3.6784,                 2.6209,                 2.0065,                0.20431,                0.36195,                0.24944,                0.10891,                 3.8161,                 4.8971,                  2.173,              0.0011243,              0.0011243,              0.0011243
                     88,                 3.8772,                  2.698,                 2.0731,                0.19912,                0.37851,                0.26105,                0.11867,                 3.9472,                 4.7442,                 2.2145,              0.0011362,              0.0011362,              0.0011362
                     89,                 3.2886,                 2.5673,                   2.02,                0.19912,                0.37851,                0.26105,                0.11867,                 3.9472,                 4.7442,                 2.2145,               0.001148,               0.001148,               0.001148
                     90,                 3.1309,                 2.3845,                 1.9429,                0.19912,                0.37851,                0.26105,                0.11867,                 3.9472,                 4.7442,                 2.2145,              0.0011598,              0.0011598,              0.0011598
                     91,                 3.5748,                  2.434,                   1.96,                0.19912,                0.37851,                0.26105,                0.11867,                 3.9472,                 4.7442,                 2.2145,              0.0011715,              0.0011715,              0.0011715
                     92,                 4.1393,                  2.646,                 2.0513,                0.20136,                0.43294,                0.26633,                 0.1101,                 4.0774,                 4.6499,                 2.1689,              0.0011832,              0.0011832,              0.0011832
                     93,                 3.0224,                 2.5805,                 2.0297,                0.20136,                0.43294,                0.26633,                 0.1101,                 4.0774,                 4.6499,                 2.1689,              0.0011949,              0.0011949,              0.0011949
                     94,                 4.3685,                 3.7139,                 2.0885,                0.20136,                0.43294,                0.26633,                 0.1101,                 4.0774,                 4.6499,                 2.1689,              0.0012066,              0.0012066,              0.0012066
                     95,                 3.3813,                 2.7074,                 2.0423,                0.20136,                0.43294,                0.26633,                 0.1101,                 4.0774,                 4.6499,                 2.1689,              0.0012183,              0.0012183,              0.0012183
                     96,                 3.2617,                 2.3576,                 1.8813,                0.18254,                0.44136,                0.26992,                0.11231,                 4.1014,                 4.4732,                   2.15,              0.0012299,              0.0012299,              0.0012299
                     97,                 3.3433,                 2.5986,                 2.0198,                0.18254,                0.44136,                0.26992,                0.11231,                 4.1014,                 4.4732,                   2.15,              0.0012415,              0.0012415,              0.0012415
                     98,                 3.3819,                 2.6283,                 2.0497,                0.18254,                0.44136,                0.26992,                0.11231,                 4.1014,                 4.4732,                   2.15,               0.001253,               0.001253,               0.001253
                     99,                 3.4448,                 2.5632,                 1.9408,                0.18254,                0.44136,                0.26992,                0.11231,                 4.1014,                 4.4732,                   2.15,              0.0012646,              0.0012646,              0.0012646
                    100,                 3.0532,                 2.4494,                  1.935,                0.16904,                 0.4248,                0.25677,                0.10817,                  3.978,                 4.4925,                 2.1487,              0.0012761,              0.0012761,              0.0012761
                    101,                 3.1834,                 2.4536,                 1.9233,                0.16904,                 0.4248,                0.25677,                0.10817,                  3.978,                 4.4925,                 2.1487,              0.0012875,              0.0012875,              0.0012875
                    102,                 3.1555,                 2.4605,                 1.9007,                0.16904,                 0.4248,                0.25677,                0.10817,                  3.978,                 4.4925,                 2.1487,              0.0012861,              0.0012861,              0.0012861
                    103,                 2.9933,                 2.8426,                 1.9614,                0.16904,                 0.4248,                0.25677,                0.10817,                  3.978,                 4.4925,                 2.1487,              0.0012847,              0.0012847,              0.0012847
                    104,                 3.7184,                 2.7607,                 2.0722,                0.18314,                0.46212,                0.28506,                0.11741,                 3.9884,                 4.2024,                 2.1482,              0.0012833,              0.0012833,              0.0012833
                    105,                 3.2741,                 2.5746,                 1.9609,                0.18314,                0.46212,                0.28506,                0.11741,                 3.9884,                 4.2024,                 2.1482,              0.0012819,              0.0012819,              0.0012819
                    106,                 3.1461,                 2.3483,                 1.9219,                0.18314,                0.46212,                0.28506,                0.11741,                 3.9884,                 4.2024,                 2.1482,              0.0012805,              0.0012805,              0.0012805
                    107,                 3.2936,                 2.4489,                 2.0089,                0.18314,                0.46212,                0.28506,                0.11741,                 3.9884,                 4.2024,                 2.1482,               0.001279,               0.001279,               0.001279
                    108,                 3.0278,                 2.5439,                 2.0105,                0.21219,                0.53844,                 0.3506,                 0.1447,                 3.7671,                 3.8584,                 2.0786,              0.0012776,              0.0012776,              0.0012776
                    109,                 3.0634,                 2.3996,                 1.9496,                0.21219,                0.53844,                 0.3506,                 0.1447,                 3.7671,                 3.8584,                 2.0786,              0.0012762,              0.0012762,              0.0012762
                    110,                  3.407,                 2.6047,                 2.0072,                0.21219,                0.53844,                 0.3506,                 0.1447,                 3.7671,                 3.8584,                 2.0786,              0.0012748,              0.0012748,              0.0012748
                    111,                 3.6755,                 2.5767,                 2.0164,                0.21219,                0.53844,                 0.3506,                 0.1447,                 3.7671,                 3.8584,                 2.0786,              0.0012734,              0.0012734,              0.0012734
                    112,                 3.9823,                 2.7531,                 1.9667,                0.20348,                0.51824,                0.34435,                0.14572,                 3.8818,                 3.7749,                 2.1217,               0.001272,               0.001272,               0.001272
                    113,                 3.1251,                 2.3845,                 1.9616,                0.20348,                0.51824,                0.34435,                0.14572,                 3.8818,                 3.7749,                 2.1217,              0.0012706,              0.0012706,              0.0012706
                    114,                 3.6545,                 2.5837,                 1.9734,                0.20348,                0.51824,                0.34435,                0.14572,                 3.8818,                 3.7749,                 2.1217,              0.0012691,              0.0012691,              0.0012691
                    115,                 3.3819,                 2.4483,                 1.9012,                0.20348,                0.51824,                0.34435,                0.14572,                 3.8818,                 3.7749,                 2.1217,              0.0012677,              0.0012677,              0.0012677
                    116,                 3.0201,                 2.2051,                 1.8716,                0.19985,                0.50758,                0.35194,                0.14412,                 4.1121,                 3.5576,                 2.1682,              0.0012663,              0.0012663,              0.0012663
                    117,                 3.3602,                 2.2898,                 1.9349,                0.19985,                0.50758,                0.35194,                0.14412,                 4.1121,                 3.5576,                 2.1682,              0.0012649,              0.0012649,              0.0012649
                    118,                 3.1114,                 2.2357,                 1.9244,                0.19985,                0.50758,                0.35194,                0.14412,                 4.1121,                 3.5576,                 2.1682,              0.0012635,              0.0012635,              0.0012635
                    119,                 3.5198,                 2.4568,                 1.9992,                0.19985,                0.50758,                0.35194,                0.14412,                 4.1121,                 3.5576,                 2.1682,              0.0012621,              0.0012621,              0.0012621
                    120,                  3.399,                 2.2445,                 1.9021,                0.33868,                0.43786,                 0.4052,                0.16137,                 4.0797,                 3.2259,                 2.1547,              0.0012606,              0.0012606,              0.0012606
                    121,                 3.9001,                 2.8684,                 2.0044,                0.33868,                0.43786,                 0.4052,                0.16137,                 4.0797,                 3.2259,                 2.1547,              0.0012592,              0.0012592,              0.0012592
                    122,                 3.5247,                 2.4701,                 1.9145,                0.33868,                0.43786,                 0.4052,                0.16137,                 4.0797,                 3.2259,                 2.1547,              0.0012578,              0.0012578,              0.0012578
                    123,                 3.4338,                 2.4542,                 1.8641,                0.33868,                0.43786,                 0.4052,                0.16137,                 4.0797,                 3.2259,                 2.1547,              0.0012564,              0.0012564,              0.0012564
                    124,                 3.2678,                 2.3273,                 1.9412,                0.39643,                0.36828,                0.40125,                0.16013,                 4.0419,                 3.0649,                 2.1307,               0.001255,               0.001255,               0.001255
                    125,                 3.2789,                 3.1556,                 1.9543,                0.39643,                0.36828,                0.40125,                0.16013,                 4.0419,                 3.0649,                 2.1307,              0.0012536,              0.0012536,              0.0012536
                    126,                 3.2361,                 2.3843,                 1.9541,                0.39643,                0.36828,                0.40125,                0.16013,                 4.0419,                 3.0649,                 2.1307,              0.0012522,              0.0012522,              0.0012522
                    127,                 3.4154,                 2.2809,                 1.8937,                0.39643,                0.36828,                0.40125,                0.16013,                 4.0419,                 3.0649,                 2.1307,              0.0012507,              0.0012507,              0.0012507
                    128,                 3.0282,                 2.2696,                 1.9142,                0.31347,                0.45932,                0.38706,                0.14969,                  4.033,                  3.014,                 2.1183,              0.0012493,              0.0012493,              0.0012493
                    129,                 3.1217,                 2.4567,                 1.9392,                0.31347,                0.45932,                0.38706,                0.14969,                  4.033,                  3.014,                 2.1183,              0.0012479,              0.0012479,              0.0012479
                    130,                 3.1374,                 2.3969,                 1.8832,                0.31347,                0.45932,                0.38706,                0.14969,                  4.033,                  3.014,                 2.1183,              0.0012465,              0.0012465,              0.0012465
                    131,                 3.0527,                 2.1655,                 1.8632,                0.31347,                0.45932,                0.38706,                0.14969,                  4.033,                  3.014,                 2.1183,              0.0012451,              0.0012451,              0.0012451
                    132,                 3.3179,                 2.4381,                 1.8935,                0.34608,                0.43228,                0.39014,                0.16569,                 3.9175,                 2.9143,                 2.0984,              0.0012437,              0.0012437,              0.0012437
                    133,                   3.38,                 2.3222,                 1.8557,                0.34608,                0.43228,                0.39014,                0.16569,                 3.9175,                 2.9143,                 2.0984,              0.0012423,              0.0012423,              0.0012423
                    134,                 3.5101,                 2.4008,                 1.8907,                0.34608,                0.43228,                0.39014,                0.16569,                 3.9175,                 2.9143,                 2.0984,              0.0012408,              0.0012408,              0.0012408
                    135,                 3.1482,                 2.2081,                 1.9036,                0.34608,                0.43228,                0.39014,                0.16569,                 3.9175,                 2.9143,                 2.0984,              0.0012394,              0.0012394,              0.0012394
                    136,                 3.1743,                 2.7699,                 2.0566,                0.33673,                0.42059,                0.37538,                0.14928,                 4.2559,                 3.0312,                 2.1269,               0.001238,               0.001238,               0.001238
                    137,                 2.7525,                 2.0694,                 1.9046,                0.33673,                0.42059,                0.37538,                0.14928,                 4.2559,                 3.0312,                 2.1269,              0.0012366,              0.0012366,              0.0012366
                    138,                 3.9096,                 2.4171,                 1.9052,                0.33673,                0.42059,                0.37538,                0.14928,                 4.2559,                 3.0312,                 2.1269,              0.0012352,              0.0012352,              0.0012352
                    139,                 3.0912,                 2.1754,                  1.924,                0.33673,                0.42059,                0.37538,                0.14928,                 4.2559,                 3.0312,                 2.1269,              0.0012338,              0.0012338,              0.0012338
                    140,                 2.8779,                 2.1092,                  1.891,                0.34947,                0.35239,                0.36304,                0.13991,                 4.3616,                 3.1124,                  2.145,              0.0012324,              0.0012324,              0.0012324
                    141,                 3.3493,                 2.2084,                 1.8536,                0.34947,                0.35239,                0.36304,                0.13991,                 4.3616,                 3.1124,                  2.145,              0.0012309,              0.0012309,              0.0012309
                    142,                 3.0402,                 2.0851,                  1.817,                0.34947,                0.35239,                0.36304,                0.13991,                 4.3616,                 3.1124,                  2.145,              0.0012295,              0.0012295,              0.0012295
                    143,                 3.8465,                 2.6566,                 1.8983,                0.34947,                0.35239,                0.36304,                0.13991,                 4.3616,                 3.1124,                  2.145,              0.0012281,              0.0012281,              0.0012281
                    144,                 3.1083,                 2.1675,                 1.8596,                0.35767,                0.35213,                0.35581,                0.13058,                 4.2596,                 3.1763,                 2.1538,              0.0012267,              0.0012267,              0.0012267
                    145,                 2.9803,                 2.2361,                 1.9008,                0.35767,                0.35213,                0.35581,                0.13058,                 4.2596,                 3.1763,                 2.1538,              0.0012253,              0.0012253,              0.0012253
                    146,                 3.3103,                 2.2517,                 1.9176,                0.35767,                0.35213,                0.35581,                0.13058,                 4.2596,                 3.1763,                 2.1538,              0.0012239,              0.0012239,              0.0012239
                    147,                 3.6167,                 2.4134,                 1.9483,                0.35767,                0.35213,                0.35581,                0.13058,                 4.2596,                 3.1763,                 2.1538,              0.0012225,              0.0012225,              0.0012225
                    148,                 2.9769,                 2.0427,                 1.8285,                0.38696,                0.36448,                0.39389,                0.15452,                  3.907,                 2.9883,                 2.1088,               0.001221,               0.001221,               0.001221
                    149,                 2.9905,                 2.2062,                 1.8974,                0.38696,                0.36448,                0.39389,                0.15452,                  3.907,                 2.9883,                 2.1088,              0.0012196,              0.0012196,              0.0012196
                    150,                 3.0666,                 2.0271,                 1.8967,                0.38696,                0.36448,                0.39389,                0.15452,                  3.907,                 2.9883,                 2.1088,              0.0012182,              0.0012182,              0.0012182
                    151,                 2.9112,                 2.0982,                 1.8522,                0.38696,                0.36448,                0.39389,                0.15452,                  3.907,                 2.9883,                 2.1088,              0.0012168,              0.0012168,              0.0012168
