                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 4.3519,                 5.7097,                 1.9817,                0.02465,                0.06341,                0.03584,                0.01154,                 3.8947,                 7.5143,                 2.0927,             0.00033874,             0.00033874,             0.00033874
                     40,                 3.6357,                 5.8692,                 2.0726,                0.02465,                0.06341,                0.03584,                0.01154,                 3.8947,                 7.5143,                 2.0927,             0.00034213,             0.00034213,             0.00034213
                     41,                 3.8972,                 5.7242,                 2.0207,                0.03081,                0.07772,                0.04865,                0.01949,                 3.9643,                 7.4441,                 2.0913,             0.00034525,             0.00034525,             0.00034525
                     42,                 3.9067,                 5.6094,                 1.9397,                0.03081,                0.07772,                0.04865,                0.01949,                 3.9643,                 7.4441,                 2.0913,             0.00034808,             0.00034808,             0.00034808
                     43,                 3.4728,                  5.168,                 1.9678,                 0.0324,                0.07884,                0.05628,                0.02462,                  4.081,                 7.3975,                 2.1024,             0.00035063,             0.00035063,             0.00035063
                     44,                  3.428,                 5.0386,                 2.0482,                 0.0324,                0.07884,                0.05628,                0.02462,                  4.081,                 7.3975,                 2.1024,             0.00035289,             0.00035289,             0.00035289
                     45,                 3.7601,                 5.4264,                  1.974,                0.03378,                0.07941,                0.06649,                0.03048,                 4.1399,                 7.3635,                 2.0972,             0.00035487,             0.00035487,             0.00035487
                     46,                 3.7679,                 5.0873,                 1.9312,                0.03378,                0.07941,                0.06649,                0.03048,                 4.1399,                 7.3635,                 2.0972,             0.00035657,             0.00035657,             0.00035657
                     47,                  4.034,                 5.4715,                 1.9822,                0.03198,                0.07043,                0.06572,                0.03137,                 4.2954,                 7.4006,                 2.1565,             0.00035799,             0.00035799,             0.00035799
                     48,                  3.343,                 4.6804,                 1.9707,                0.03198,                0.07043,                0.06572,                0.03137,                 4.2954,                 7.4006,                 2.1565,             0.00035912,             0.00035912,             0.00035912
                     49,                  3.537,                 4.5674,                 2.0746,                0.04391,                0.09596,                0.08848,                0.03952,                  4.186,                 7.3466,                 2.1161,             0.00035997,             0.00035997,             0.00035997
                     50,                 3.3469,                 4.0835,                 1.9918,                0.04391,                0.09596,                0.08848,                0.03952,                  4.186,                 7.3466,                 2.1161,             0.00036054,             0.00036054,             0.00036054
                     51,                 3.3051,                 4.2483,                 1.9185,                0.07071,                0.15825,                0.13173,                0.05504,                 3.9871,                  7.212,                 2.0756,             0.00036082,             0.00036082,             0.00036082
                     52,                 3.3137,                 4.4087,                 1.9855,                0.07071,                0.15825,                0.13173,                0.05504,                 3.9871,                  7.212,                 2.0756,             0.00036082,             0.00036082,             0.00036082
                     53,                 3.4175,                 4.2183,                 1.9168,                0.07071,                0.15825,                0.13173,                0.05504,                 3.9871,                  7.212,                 2.0756,             0.00036054,             0.00036054,             0.00036054
                     54,                  4.229,                 4.9122,                 1.9754,                0.08868,                0.20006,                0.16622,                 0.0671,                 3.9276,                 7.0436,                 2.0646,             0.00035998,             0.00035998,             0.00035998
                     55,                 3.5709,                 4.4127,                 1.8834,                0.08868,                0.20006,                0.16622,                 0.0671,                 3.9276,                 7.0436,                 2.0646,             0.00035913,             0.00035913,             0.00035913
                     56,                 4.4362,                 4.4625,                 1.9696,                0.08868,                0.20006,                0.16622,                 0.0671,                 3.9276,                 7.0436,                 2.0646,               0.000358,               0.000358,               0.000358
                     57,                 3.7955,                 4.2945,                 2.0369,                0.09645,                0.21998,                0.18135,                0.07577,                 3.9284,                 6.9152,                 2.0585,             0.00035659,             0.00035659,             0.00035659
                     58,                 3.8633,                 4.6197,                 2.0096,                0.09645,                0.21998,                0.18135,                0.07577,                 3.9284,                 6.9152,                 2.0585,             0.00035489,             0.00035489,             0.00035489
                     59,                 3.0391,                 3.8953,                   1.91,                0.09645,                0.21998,                0.18135,                0.07577,                 3.9284,                 6.9152,                 2.0585,             0.00035291,             0.00035291,             0.00035291
                     60,                 3.2553,                 3.9017,                 2.0138,                0.10166,                0.23176,                0.18883,                0.08416,                 3.9865,                 6.8026,                 2.0591,             0.00035065,             0.00035065,             0.00035065
                     61,                 3.4672,                 4.1077,                 1.9709,                0.10166,                0.23176,                0.18883,                0.08416,                 3.9865,                 6.8026,                 2.0591,              0.0003481,              0.0003481,              0.0003481
                     62,                 3.7812,                 4.0509,                 1.9709,                0.10166,                0.23176,                0.18883,                0.08416,                 3.9865,                 6.8026,                 2.0591,             0.00034528,             0.00034528,             0.00034528
                     63,                   4.02,                 4.0476,                 1.9116,                 0.1014,                0.22475,                0.17997,                 0.0848,                  4.237,                 6.6856,                 2.0881,             0.00034217,             0.00034217,             0.00034217
                     64,                 4.0632,                 4.0009,                 2.0389,                 0.1014,                0.22475,                0.17997,                 0.0848,                  4.237,                 6.6856,                 2.0881,             0.00033877,             0.00033877,             0.00033877
                     65,                 3.6867,                 3.9044,                 1.8892,                 0.1014,                0.22475,                0.17997,                 0.0848,                  4.237,                 6.6856,                 2.0881,             0.00033509,             0.00033509,             0.00033509
                     66,                 3.4735,                 4.1666,                 1.9376,                0.09992,                0.21773,                0.17526,                0.08173,                 4.3582,                 6.6215,                 2.1151,             0.00033114,             0.00033114,             0.00033114
                     67,                 3.5796,                 3.3843,                  1.925,                0.09992,                0.21773,                0.17526,                0.08173,                 4.3582,                 6.6215,                 2.1151,             0.00032689,             0.00032689,             0.00032689
                     68,                 3.4341,                 3.4107,                 1.8927,                0.09992,                0.21773,                0.17526,                0.08173,                 4.3582,                 6.6215,                 2.1151,             0.00032237,             0.00032237,             0.00032237
                     69,                 3.7268,                   3.86,                 1.9349,                0.12866,                0.42396,                0.20653,                0.08649,                 4.2874,                 6.4897,                 2.0938,             0.00031756,             0.00031756,             0.00031756
                     70,                 3.7016,                 3.4809,                 2.0196,                0.12866,                0.42396,                0.20653,                0.08649,                 4.2874,                 6.4897,                 2.0938,             0.00031247,             0.00031247,             0.00031247
                     71,                 3.8192,                 3.8191,                 1.9291,                0.12866,                0.42396,                0.20653,                0.08649,                 4.2874,                 6.4897,                 2.0938,             0.00030709,             0.00030709,             0.00030709
                     72,                  3.497,                 3.9121,                 1.9295,                0.14034,                 0.4436,                0.23205,                 0.0911,                 4.0656,                  6.352,                 2.0624,             0.00030143,             0.00030143,             0.00030143
                     73,                 3.8983,                 3.7828,                 1.9721,                0.14034,                 0.4436,                0.23205,                 0.0911,                 4.0656,                  6.352,                 2.0624,             0.00029549,             0.00029549,             0.00029549
                     74,                 3.3594,                 3.6501,                 1.9139,                0.14034,                 0.4436,                0.23205,                 0.0911,                 4.0656,                  6.352,                 2.0624,             0.00028927,             0.00028927,             0.00028927
                     75,                 3.4345,                 3.3492,                 1.8961,                0.14993,                0.45735,                0.24583,                0.10195,                 3.9082,                 6.2379,                 2.0431,             0.00028276,             0.00028276,             0.00028276
                     76,                 3.1872,                 3.3681,                 1.9429,                0.14993,                0.45735,                0.24583,                0.10195,                 3.9082,                 6.2379,                 2.0431,             0.00027598,             0.00027598,             0.00027598
                     77,                 3.1705,                 3.3705,                 1.8947,                0.14993,                0.45735,                0.24583,                0.10195,                 3.9082,                 6.2379,                 2.0431,              0.0002689,              0.0002689,              0.0002689
                     78,                 3.1402,                 3.1935,                 1.9441,                0.16112,                0.47222,                0.27011,                0.11371,                 3.7205,                 6.0894,                 2.0129,             0.00026155,             0.00026155,             0.00026155
                     79,                 3.4079,                 3.3668,                 1.8775,                0.16112,                0.47222,                0.27011,                0.11371,                 3.7205,                 6.0894,                 2.0129,             0.00025391,             0.00025391,             0.00025391
                     80,                 3.2329,                 3.5282,                 1.9365,                0.16112,                0.47222,                0.27011,                0.11371,                 3.7205,                 6.0894,                 2.0129,             0.00024599,             0.00024599,             0.00024599
                     81,                 3.0506,                 3.1628,                 1.8895,                 0.1544,                 0.3193,                0.24393,                0.11439,                 3.6492,                 5.9417,                 1.9945,             0.00023779,             0.00023779,             0.00023779
                     82,                 3.1518,                 3.0826,                 1.9795,                 0.1544,                 0.3193,                0.24393,                0.11439,                 3.6492,                 5.9417,                 1.9945,              0.0002293,              0.0002293,              0.0002293
                     83,                 3.1362,                  2.855,                 1.8956,                 0.1544,                 0.3193,                0.24393,                0.11439,                 3.6492,                 5.9417,                 1.9945,             0.00022053,             0.00022053,             0.00022053
                     84,                 2.9627,                  3.056,                 1.9267,                 0.1596,                0.32856,                0.25604,                0.12478,                 3.6232,                 5.7937,                 1.9935,             0.00021148,             0.00021148,             0.00021148
                     85,                 3.0821,                 2.9598,                  1.926,                 0.1596,                0.32856,                0.25604,                0.12478,                 3.6232,                 5.7937,                 1.9935,             0.00020214,             0.00020214,             0.00020214
                     86,                 3.7661,                 3.5269,                 1.8615,                 0.1596,                0.32856,                0.25604,                0.12478,                 3.6232,                 5.7937,                 1.9935,             0.00019252,             0.00019252,             0.00019252
                     87,                 3.4347,                 3.0177,                 1.9085,                 0.1596,                0.32856,                0.25604,                0.12478,                 3.6232,                 5.7937,                 1.9935,             0.00018262,             0.00018262,             0.00018262
                     88,                 3.3451,                 3.1465,                  1.934,                0.16147,                 0.3266,                 0.2615,                0.12683,                 3.6339,                 5.6568,                 1.9837,             0.00017244,             0.00017244,             0.00017244
                     89,                 3.1239,                 3.0945,                 1.9204,                0.16147,                 0.3266,                 0.2615,                0.12683,                 3.6339,                 5.6568,                 1.9837,             0.00016197,             0.00016197,             0.00016197
                     90,                 3.0461,                 2.8505,                 1.8775,                0.16147,                 0.3266,                 0.2615,                0.12683,                 3.6339,                 5.6568,                 1.9837,             0.00015122,             0.00015122,             0.00015122
                     91,                 3.1116,                 3.0973,                 1.8333,                0.16147,                 0.3266,                 0.2615,                0.12683,                 3.6339,                 5.6568,                 1.9837,             0.00014018,             0.00014018,             0.00014018
                     92,                 3.4944,                 3.3698,                 1.8319,                0.16068,                0.33586,                0.27077,                0.13188,                 3.6385,                 5.4967,                 1.9794,             0.00012887,             0.00012887,             0.00012887
                     93,                 3.0961,                 2.9501,                 1.8732,                0.16068,                0.33586,                0.27077,                0.13188,                 3.6385,                 5.4967,                 1.9794,             0.00011727,             0.00011727,             0.00011727
                     94,                 3.1451,                 3.1778,                  1.933,                0.16068,                0.33586,                0.27077,                0.13188,                 3.6385,                 5.4967,                 1.9794,             0.00010539,             0.00010539,             0.00010539
                     95,                 2.9862,                 2.8386,                 1.8723,                0.16068,                0.33586,                0.27077,                0.13188,                 3.6385,                 5.4967,                 1.9794,             9.3222e-05,             9.3222e-05,             9.3222e-05
                     96,                  3.582,                 3.4776,                 1.9587,                 0.1683,                0.36195,                0.28282,                0.13854,                 3.6213,                 5.3003,                 1.9778,             8.0774e-05,             8.0774e-05,             8.0774e-05
                     97,                 3.6486,                 3.7257,                 1.9341,                 0.1683,                0.36195,                0.28282,                0.13854,                 3.6213,                 5.3003,                 1.9778,             6.8043e-05,             6.8043e-05,             6.8043e-05
                     98,                 3.2034,                 3.0749,                 1.8367,                 0.1683,                0.36195,                0.28282,                0.13854,                 3.6213,                 5.3003,                 1.9778,             5.5029e-05,             5.5029e-05,             5.5029e-05
                     99,                 3.3123,                 3.2876,                 1.9406,                 0.1683,                0.36195,                0.28282,                0.13854,                 3.6213,                 5.3003,                 1.9778,             4.1733e-05,             4.1733e-05,             4.1733e-05
                    100,                  4.271,                   4.15,                  1.915,                0.17025,                0.37318,                0.28892,                0.14077,                 3.6115,                 5.0825,                 1.9729,             2.8153e-05,             2.8153e-05,             2.8153e-05
