                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 4.3427,                 7.5312,                 2.0604,                      0,                      0,                      0,                      0,                 4.3822,                 7.8911,                 2.2687,             0.00015069,             0.00015069,             0.00015069
                     17,                 4.0621,                 7.5476,                 2.0878,                      0,                      0,                      0,                      0,                 4.3968,                 7.9472,                 2.2576,             0.00015621,             0.00015621,             0.00015621
                     18,                 3.6852,                 7.4712,                 2.1127,                      0,                      0,                      0,                      0,                 4.3968,                 7.9472,                 2.2576,             0.00016116,             0.00016116,             0.00016116
                     19,                 4.2659,                 7.5727,                 2.1989,                      0,                      0,                      0,                      0,                  4.299,                 7.9432,                  2.233,             0.00016555,             0.00016555,             0.00016555
                     20,                 4.3992,                 7.3094,                 2.1671,                      0,                      0,                      0,                      0,                  4.299,                 7.9432,                  2.233,             0.00016937,             0.00016937,             0.00016937
                     21,                 4.1718,                 7.3815,                 2.0719,                      0,                      0,                      0,                      0,                 4.2527,                 7.8861,                 2.1988,             0.00017262,             0.00017262,             0.00017262
                     22,                 3.6965,                 7.0593,                 2.1491,                      0,                      0,                      0,                      0,                 4.2527,                 7.8861,                 2.1988,             0.00017531,             0.00017531,             0.00017531
                     23,                 5.4795,                 7.3155,                 2.2417,                      0,                      0,                      0,                      0,                 4.1703,                 7.8293,                 2.1877,             0.00017744,             0.00017744,             0.00017744
                     24,                 4.0375,                 7.1819,                 2.0338,                      0,                      0,                      0,                      0,                 4.1703,                 7.8293,                 2.1877,             0.00017899,             0.00017899,             0.00017899
                     25,                 3.5938,                 7.1515,                 2.1137,                      0,                      0,                      0,                      0,                 4.1162,                  7.751,                 2.1482,             0.00017999,             0.00017999,             0.00017999
                     26,                 3.7683,                 6.9811,                 2.0758,                      0,                      0,                      0,                      0,                 4.1162,                  7.751,                 2.1482,             0.00018041,             0.00018041,             0.00018041
                     27,                 4.2895,                 7.1488,                 2.1101,                      0,                      0,                      0,                      0,                  3.915,                 7.7099,                 2.1187,             0.00018027,             0.00018027,             0.00018027
                     28,                 4.1308,                 7.0072,                  2.064,                      0,                      0,                      0,                      0,                  3.915,                 7.7099,                 2.1187,             0.00017957,             0.00017957,             0.00017957
                     29,                 4.3511,                   6.94,                  2.125,                      0,                      0,                      0,                      0,                 3.7881,                 7.6754,                 2.1012,             0.00017829,             0.00017829,             0.00017829
                     30,                 3.6634,                 6.8195,                 2.0491,                      0,                      0,                      0,                      0,                 3.7881,                 7.6754,                 2.1012,             0.00017646,             0.00017646,             0.00017646
                     31,                 3.5123,                 6.5909,                 2.0646,                      0,                      0,                      0,                      0,                 3.6429,                 7.6742,                 2.0938,             0.00017405,             0.00017405,             0.00017405
                     32,                 4.2459,                 6.9349,                 2.0156,                      0,                      0,                      0,                      0,                 3.6429,                 7.6742,                 2.0938,             0.00017108,             0.00017108,             0.00017108
                     33,                 3.8553,                 6.8306,                 2.1249,                      0,                      0,                      0,                      0,                 3.5901,                 7.6516,                 2.1041,             0.00016755,             0.00016755,             0.00016755
                     34,                 3.9771,                 6.8422,                 2.0997,                      0,                      0,                      0,                      0,                 3.5901,                 7.6516,                 2.1041,             0.00016345,             0.00016345,             0.00016345
                     35,                 3.6862,                 6.5429,                 1.9929,                      0,                      0,                      0,                      0,                 3.6029,                 7.6311,                 2.1037,             0.00015878,             0.00015878,             0.00015878
                     36,                 4.1347,                 6.8647,                 2.0913,                      0,                      0,                      0,                      0,                 3.6029,                 7.6311,                 2.1037,             0.00015355,             0.00015355,             0.00015355
                     37,                 4.1101,                 6.8281,                 2.0748,                      0,                      0,                      0,                      0,                 3.6155,                 7.6142,                 2.1026,             0.00014775,             0.00014775,             0.00014775
                     38,                 4.1265,                 6.5914,                 2.0873,                      0,                      0,                      0,                      0,                 3.6155,                 7.6142,                 2.1026,             0.00014138,             0.00014138,             0.00014138
                     39,                 5.1717,                 6.8681,                  2.238,                      0,                      0,                      0,                      0,                 3.6581,                 7.5943,                 2.0894,             0.00013445,             0.00013445,             0.00013445
                     40,                 4.2698,                 5.9646,                  2.274,                      0,                      0,                      0,                      0,                 3.6581,                 7.5943,                 2.0894,             0.00012696,             0.00012696,             0.00012696
                     41,                  3.996,                  6.333,                 1.9968,                      0,                      0,                      0,                      0,                 3.6811,                 7.5422,                 2.0852,             0.00011889,             0.00011889,             0.00011889
                     42,                 3.8078,                 5.9929,                 2.0217,                      0,                      0,                      0,                      0,                 3.6811,                 7.5422,                 2.0852,             0.00011026,             0.00011026,             0.00011026
                     43,                 4.1533,                  6.208,                 2.0454,                      0,                      0,                      0,                      0,                 3.6593,                 7.4459,                 2.0764,             0.00010107,             0.00010107,             0.00010107
                     44,                 4.0695,                 5.9254,                 2.0226,                      0,                      0,                      0,                      0,                 3.6593,                 7.4459,                 2.0764,              9.131e-05,              9.131e-05,              9.131e-05
                     45,                 3.9871,                 6.0175,                 1.9733,                      0,                      0,                      0,                      0,                 3.5859,                 7.3537,                 2.0712,             8.0984e-05,             8.0984e-05,             8.0984e-05
                     46,                 4.6114,                 5.8936,                 2.0478,                      0,                      0,                      0,                      0,                 3.5859,                 7.3537,                 2.0712,             7.0092e-05,             7.0092e-05,             7.0092e-05
                     47,                 4.8016,                 6.0662,                 2.0448,                      0,                      0,                      0,                      0,                 3.5169,                 7.2911,                 2.0459,             5.8635e-05,             5.8635e-05,             5.8635e-05
                     48,                 4.3094,                 5.8757,                 1.9916,                      0,                      0,                      0,                      0,                 3.5169,                 7.2911,                 2.0459,             4.6611e-05,             4.6611e-05,             4.6611e-05
                     49,                 3.6788,                 5.9825,                  1.886,                      0,                      0,                      0,                      0,                 3.4793,                 7.2327,                 2.0411,             3.4022e-05,             3.4022e-05,             3.4022e-05
                     50,                 3.6104,                  5.697,                 1.9694,                      0,                      0,                      0,                      0,                 3.4793,                 7.2327,                 2.0411,             2.0866e-05,             2.0866e-05,             2.0866e-05
