                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 3.8707,                  5.818,                 2.0195,                0.02649,                0.05927,                0.02993,                  0.012,                 3.6426,                 7.4506,                 1.9774,             0.00036198,             0.00036198,             0.00036198
                     28,                 4.2744,                 6.0395,                 2.1657,                0.02649,                0.05927,                0.02993,                  0.012,                 3.6426,                 7.4506,                 1.9774,             0.00037552,             0.00037552,             0.00037552
                     29,                 3.6862,                 5.7006,                 2.0385,                0.02764,                0.07117,                0.03416,                0.01387,                 3.6186,                  7.341,                   1.97,             0.00038903,             0.00038903,             0.00038903
                     30,                 3.5806,                 5.5079,                  1.989,                0.02764,                0.07117,                0.03416,                0.01387,                 3.6186,                  7.341,                   1.97,             0.00040251,             0.00040251,             0.00040251
                     31,                 3.9792,                 5.7267,                 2.0715,                0.03653,                0.09211,                0.04618,                0.01998,                 3.6193,                 7.2791,                 1.9714,             0.00041597,             0.00041597,             0.00041597
                     32,                 3.7676,                 5.6803,                 2.0269,                0.03653,                0.09211,                0.04618,                0.01998,                 3.6193,                 7.2791,                 1.9714,             0.00042939,             0.00042939,             0.00042939
                     33,                  4.021,                 5.5873,                 2.0866,                0.05012,                0.12368,                0.07888,                0.03162,                 3.7441,                 7.2105,                 2.0094,             0.00044279,             0.00044279,             0.00044279
                     34,                 3.9364,                 5.1569,                 2.1069,                0.05012,                0.12368,                0.07888,                0.03162,                 3.7441,                 7.2105,                 2.0094,             0.00045616,             0.00045616,             0.00045616
                     35,                 3.5086,                 4.9257,                 1.9845,                0.07575,                0.17751,                 0.1309,                0.05738,                 3.6393,                 7.0852,                 1.9848,             0.00046951,             0.00046951,             0.00046951
                     36,                 3.9328,                 4.9263,                  2.005,                0.07575,                0.17751,                 0.1309,                0.05738,                 3.6393,                 7.0852,                 1.9848,             0.00048282,             0.00048282,             0.00048282
                     37,                 3.5595,                 4.5713,                 1.9832,                0.10597,                0.25305,                0.19031,                0.09039,                 3.5365,                 6.9455,                 1.9465,             0.00049611,             0.00049611,             0.00049611
                     38,                 4.0222,                 4.7453,                 2.0496,                0.10597,                0.25305,                0.19031,                0.09039,                 3.5365,                 6.9455,                 1.9465,             0.00050936,             0.00050936,             0.00050936
                     39,                  3.741,                 4.5187,                 2.0467,                0.12346,                0.28531,                0.21066,                0.09779,                 3.6275,                 6.8982,                 1.9773,             0.00052259,             0.00052259,             0.00052259
                     40,                 3.9313,                 5.1173,                 2.0474,                0.12346,                0.28531,                0.21066,                0.09779,                 3.6275,                 6.8982,                 1.9773,             0.00053579,             0.00053579,             0.00053579
                     41,                 3.6834,                 4.3925,                 1.9659,                0.11706,                0.27765,                0.20018,                0.08901,                 3.7323,                  6.816,                 1.9913,             0.00054896,             0.00054896,             0.00054896
                     42,                 3.6854,                 4.3573,                 1.9495,                0.11706,                0.27765,                0.20018,                0.08901,                 3.7323,                  6.816,                 1.9913,             0.00056211,             0.00056211,             0.00056211
                     43,                 3.4928,                 4.0857,                  1.946,                0.11032,                0.27037,                0.18237,                0.07911,                 3.9185,                 6.7906,                 2.0094,             0.00057522,             0.00057522,             0.00057522
                     44,                 3.7765,                 4.0625,                 1.9783,                0.11032,                0.27037,                0.18237,                0.07911,                 3.9185,                 6.7906,                 2.0094,             0.00058831,             0.00058831,             0.00058831
                     45,                 3.8365,                 4.2116,                 2.0034,                0.11148,                0.29118,                0.20146,                0.09054,                 3.8414,                 6.6578,                 1.9952,             0.00060137,             0.00060137,             0.00060137
                     46,                 3.6287,                 3.7896,                 1.8874,                0.11148,                0.29118,                0.20146,                0.09054,                 3.8414,                 6.6578,                 1.9952,              0.0006144,              0.0006144,              0.0006144
                     47,                 3.7998,                  3.856,                 1.9664,                0.12367,                0.33281,                0.23491,                0.10773,                 3.5953,                 6.5405,                 1.9666,              0.0006274,              0.0006274,              0.0006274
                     48,                 3.8769,                 4.0652,                 1.9646,                0.12367,                0.33281,                0.23491,                0.10773,                 3.5953,                 6.5405,                 1.9666,             0.00064038,             0.00064038,             0.00064038
                     49,                 3.6285,                 3.8365,                 1.9553,                0.12392,                0.33863,                0.24425,                0.11119,                 3.6309,                 6.4622,                 1.9783,             0.00065333,             0.00065333,             0.00065333
                     50,                 3.7198,                 3.5954,                 1.9989,                0.12392,                0.33863,                0.24425,                0.11119,                 3.6309,                 6.4622,                 1.9783,             0.00066624,             0.00066624,             0.00066624
                     51,                 4.0275,                 3.6814,                 1.9929,                0.12155,                0.33238,                0.23734,                0.09518,                 3.9486,                 6.4754,                 2.0302,             0.00067913,             0.00067913,             0.00067913
                     52,                 3.7668,                 3.4413,                 1.9693,                0.12155,                0.33238,                0.23734,                0.09518,                 3.9486,                 6.4754,                 2.0302,             0.00069199,             0.00069199,             0.00069199
                     53,                 3.6993,                 3.4317,                 1.9757,                0.12155,                0.33238,                0.23734,                0.09518,                 3.9486,                 6.4754,                 2.0302,             0.00070483,             0.00070483,             0.00070483
                     54,                 4.0669,                 3.9483,                 2.0015,                0.12049,                0.33016,                0.22736,                0.08768,                 4.0489,                 6.4364,                 2.0443,             0.00071763,             0.00071763,             0.00071763
                     55,                 4.0058,                 3.4832,                 1.9668,                0.12049,                0.33016,                0.22736,                0.08768,                 4.0489,                 6.4364,                 2.0443,             0.00073041,             0.00073041,             0.00073041
                     56,                 3.8274,                 3.4792,                 2.0391,                0.12049,                0.33016,                0.22736,                0.08768,                 4.0489,                 6.4364,                 2.0443,             0.00074316,             0.00074316,             0.00074316
                     57,                  3.825,                 3.4846,                 2.0298,                0.13374,                0.36849,                0.26951,                0.11718,                 3.7407,                 6.2471,                 2.0022,             0.00075587,             0.00075587,             0.00075587
                     58,                 3.8338,                  3.251,                 2.0545,                0.13374,                0.36849,                0.26951,                0.11718,                 3.7407,                 6.2471,                 2.0022,             0.00076857,             0.00076857,             0.00076857
                     59,                 3.6355,                 3.1274,                 1.9353,                0.13374,                0.36849,                0.26951,                0.11718,                 3.7407,                 6.2471,                 2.0022,             0.00078123,             0.00078123,             0.00078123
                     60,                 3.7102,                 3.3009,                 1.9735,                0.13524,                 0.3845,                0.27823,                0.12219,                 3.6088,                  6.115,                 1.9743,             0.00079386,             0.00079386,             0.00079386
                     61,                 3.6676,                 3.1169,                 1.9839,                0.13524,                 0.3845,                0.27823,                0.12219,                 3.6088,                  6.115,                 1.9743,             0.00080647,             0.00080647,             0.00080647
                     62,                 3.6023,                  3.015,                  1.944,                0.13524,                 0.3845,                0.27823,                0.12219,                 3.6088,                  6.115,                 1.9743,             0.00081905,             0.00081905,             0.00081905
                     63,                 3.7861,                 3.2427,                 1.9808,                 0.1303,                  0.374,                0.25556,                0.11126,                  3.554,                 6.0549,                 1.9519,              0.0008316,              0.0008316,              0.0008316
                     64,                 3.6771,                 2.9921,                 1.9613,                 0.1303,                  0.374,                0.25556,                0.11126,                  3.554,                 6.0549,                 1.9519,             0.00084412,             0.00084412,             0.00084412
                     65,                 3.5403,                 2.8756,                 1.8773,                 0.1303,                  0.374,                0.25556,                0.11126,                  3.554,                 6.0549,                 1.9519,             0.00085661,             0.00085661,             0.00085661
                     66,                 3.8825,                 3.2281,                 1.9875,                0.12229,                0.35345,                0.23802,                0.10701,                 3.5553,                 5.9849,                 1.9665,             0.00086908,             0.00086908,             0.00086908
                     67,                 3.5048,                  2.899,                  1.914,                0.12229,                0.35345,                0.23802,                0.10701,                 3.5553,                 5.9849,                 1.9665,             0.00088152,             0.00088152,             0.00088152
                     68,                 3.4257,                 2.7837,                 1.9402,                0.12229,                0.35345,                0.23802,                0.10701,                 3.5553,                 5.9849,                 1.9665,             0.00089392,             0.00089392,             0.00089392
                     69,                 3.5559,                 2.9398,                 2.0288,                0.12134,                 0.3525,                0.22769,                0.10167,                 3.5635,                  6.027,                 1.9772,              0.0009063,              0.0009063,              0.0009063
                     70,                  3.448,                 2.7208,                 1.9265,                0.12134,                 0.3525,                0.22769,                0.10167,                 3.5635,                  6.027,                 1.9772,             0.00091866,             0.00091866,             0.00091866
                     71,                 3.7522,                 2.8154,                 2.0121,                0.12134,                 0.3525,                0.22769,                0.10167,                 3.5635,                  6.027,                 1.9772,             0.00093098,             0.00093098,             0.00093098
                     72,                 3.4505,                 2.8169,                 2.0053,                0.11477,                0.34226,                0.21166,                0.09457,                 3.5778,                 6.0347,                 1.9862,             0.00094327,             0.00094327,             0.00094327
                     73,                 3.5646,                 2.7579,                 1.9503,                0.11477,                0.34226,                0.21166,                0.09457,                 3.5778,                 6.0347,                 1.9862,             0.00095554,             0.00095554,             0.00095554
                     74,                 3.6355,                 2.8677,                 2.0502,                0.11477,                0.34226,                0.21166,                0.09457,                 3.5778,                 6.0347,                 1.9862,             0.00096778,             0.00096778,             0.00096778
                     75,                 3.4929,                 2.8142,                  1.998,                0.12506,                0.35681,                0.22127,                0.10696,                 3.4088,                 5.6091,                 1.9189,             0.00097999,             0.00097999,             0.00097999
                     76,                 3.5647,                 2.6959,                 1.9443,                0.12506,                0.35681,                0.22127,                0.10696,                 3.4088,                 5.6091,                 1.9189,             0.00099217,             0.00099217,             0.00099217
                     77,                 3.8129,                 2.7548,                 1.9666,                0.12506,                0.35681,                0.22127,                0.10696,                 3.4088,                 5.6091,                 1.9189,              0.0010043,              0.0010043,              0.0010043
                     78,                 3.6842,                 2.8058,                 1.9845,                0.11529,                0.32898,                0.18737,                0.08049,                 3.8565,                  5.542,                 1.9803,              0.0010165,              0.0010165,              0.0010165
                     79,                 3.7028,                 2.7923,                 1.9846,                0.11529,                0.32898,                0.18737,                0.08049,                 3.8565,                  5.542,                 1.9803,              0.0010285,              0.0010285,              0.0010285
                     80,                 3.7484,                 2.7546,                 2.0193,                0.11529,                0.32898,                0.18737,                0.08049,                 3.8565,                  5.542,                 1.9803,              0.0010406,              0.0010406,              0.0010406
                     81,                 3.6726,                 2.8086,                 1.9956,                0.14031,                0.35554,                0.19568,                0.07833,                 4.0519,                 5.4539,                   2.03,              0.0010527,              0.0010527,              0.0010527
                     82,                 3.9282,                 2.7389,                 1.9707,                0.14031,                0.35554,                0.19568,                0.07833,                 4.0519,                 5.4539,                   2.03,              0.0010647,              0.0010647,              0.0010647
                     83,                 3.5187,                  2.616,                 1.9125,                0.14031,                0.35554,                0.19568,                0.07833,                 4.0519,                 5.4539,                   2.03,              0.0010767,              0.0010767,              0.0010767
                     84,                 3.6831,                 2.6588,                 1.9329,                0.15666,                0.41841,                0.23656,                0.10679,                 3.7055,                   5.07,                 1.9766,              0.0010886,              0.0010886,              0.0010886
                     85,                 3.5631,                 2.5874,                 1.9374,                0.15666,                0.41841,                0.23656,                0.10679,                 3.7055,                   5.07,                 1.9766,              0.0011005,              0.0011005,              0.0011005
                     86,                 3.6871,                 2.6786,                 1.9722,                0.15666,                0.41841,                0.23656,                0.10679,                 3.7055,                   5.07,                 1.9766,              0.0011124,              0.0011124,              0.0011124
                     87,                 3.4398,                  2.632,                 1.9707,                0.15666,                0.41841,                0.23656,                0.10679,                 3.7055,                   5.07,                 1.9766,              0.0011243,              0.0011243,              0.0011243
                     88,                 3.4279,                 2.4917,                  1.957,                0.15852,                0.43846,                0.26745,                0.12223,                 3.4348,                 4.7218,                 1.9394,              0.0011362,              0.0011362,              0.0011362
                     89,                 3.3166,                 2.5194,                 1.9191,                0.15852,                0.43846,                0.26745,                0.12223,                 3.4348,                 4.7218,                 1.9394,               0.001148,               0.001148,               0.001148
                     90,                 3.7488,                 2.8302,                      2,                0.15852,                0.43846,                0.26745,                0.12223,                 3.4348,                 4.7218,                 1.9394,              0.0011598,              0.0011598,              0.0011598
                     91,                 3.2285,                 2.5098,                 1.9595,                0.15852,                0.43846,                0.26745,                0.12223,                 3.4348,                 4.7218,                 1.9394,              0.0011715,              0.0011715,              0.0011715
                     92,                 4.0206,                 2.7905,                 2.0104,                 0.1614,                0.46592,                0.27342,                0.13027,                 3.2899,                 4.4498,                 1.9245,              0.0011832,              0.0011832,              0.0011832
                     93,                 3.3437,                 2.5576,                 1.9761,                 0.1614,                0.46592,                0.27342,                0.13027,                 3.2899,                 4.4498,                 1.9245,              0.0011949,              0.0011949,              0.0011949
                     94,                 3.6462,                 2.7537,                 2.0522,                 0.1614,                0.46592,                0.27342,                0.13027,                 3.2899,                 4.4498,                 1.9245,              0.0012066,              0.0012066,              0.0012066
                     95,                 3.3744,                 2.4713,                 1.8982,                 0.1614,                0.46592,                0.27342,                0.13027,                 3.2899,                 4.4498,                 1.9245,              0.0012183,              0.0012183,              0.0012183
                     96,                 3.1415,                 2.5506,                 1.8762,                0.16797,                0.51717,                0.30074,                0.14351,                 3.2779,                 4.1515,                 1.9118,              0.0012299,              0.0012299,              0.0012299
                     97,                 3.5563,                 2.7046,                 2.0212,                0.16797,                0.51717,                0.30074,                0.14351,                 3.2779,                 4.1515,                 1.9118,              0.0012415,              0.0012415,              0.0012415
                     98,                 3.5387,                 2.5195,                 1.9483,                0.16797,                0.51717,                0.30074,                0.14351,                 3.2779,                 4.1515,                 1.9118,               0.001253,               0.001253,               0.001253
                     99,                 3.4594,                 2.6458,                 2.0104,                0.16797,                0.51717,                0.30074,                0.14351,                 3.2779,                 4.1515,                 1.9118,              0.0012646,              0.0012646,              0.0012646
                    100,                 3.6324,                 2.7221,                 2.0482,                0.16786,                0.52154,                0.29872,                0.13805,                   3.37,                 3.9846,                 1.9537,              0.0012761,              0.0012761,              0.0012761
                    101,                  3.345,                 2.4903,                 1.9236,                0.16786,                0.52154,                0.29872,                0.13805,                   3.37,                 3.9846,                 1.9537,              0.0012875,              0.0012875,              0.0012875
                    102,                 3.3052,                 2.3408,                 1.9132,                0.16786,                0.52154,                0.29872,                0.13805,                   3.37,                 3.9846,                 1.9537,              0.0012861,              0.0012861,              0.0012861
                    103,                 3.3399,                 2.5336,                 1.9496,                0.16786,                0.52154,                0.29872,                0.13805,                   3.37,                 3.9846,                 1.9537,              0.0012847,              0.0012847,              0.0012847
                    104,                 3.2925,                 2.3697,                 1.8787,                0.16631,                 0.5092,                0.29184,                0.14012,                 3.3192,                 3.8305,                 1.9702,              0.0012833,              0.0012833,              0.0012833
                    105,                 3.2581,                 2.4447,                 1.9556,                0.16631,                 0.5092,                0.29184,                0.14012,                 3.3192,                 3.8305,                 1.9702,              0.0012819,              0.0012819,              0.0012819
                    106,                 3.5163,                  2.701,                 2.0065,                0.16631,                 0.5092,                0.29184,                0.14012,                 3.3192,                 3.8305,                 1.9702,              0.0012805,              0.0012805,              0.0012805
                    107,                 3.3586,                 2.6258,                 2.0401,                0.16631,                 0.5092,                0.29184,                0.14012,                 3.3192,                 3.8305,                 1.9702,               0.001279,               0.001279,               0.001279
                    108,                 3.2646,                 2.4358,                 1.9429,                0.17012,                0.52894,                0.32301,                0.15095,                  3.308,                 3.6258,                  1.986,              0.0012776,              0.0012776,              0.0012776
                    109,                 3.2307,                 2.3541,                 1.9208,                0.17012,                0.52894,                0.32301,                0.15095,                  3.308,                 3.6258,                  1.986,              0.0012762,              0.0012762,              0.0012762
                    110,                 3.2269,                 2.3473,                 1.9422,                0.17012,                0.52894,                0.32301,                0.15095,                  3.308,                 3.6258,                  1.986,              0.0012748,              0.0012748,              0.0012748
                    111,                 3.2893,                  2.366,                  1.974,                0.17012,                0.52894,                0.32301,                0.15095,                  3.308,                 3.6258,                  1.986,              0.0012734,              0.0012734,              0.0012734
                    112,                 3.1923,                 2.3688,                 1.9541,                0.18596,                0.52767,                 0.3554,                0.16675,                 3.3645,                 3.4356,                 2.0038,               0.001272,               0.001272,               0.001272
                    113,                 3.4398,                 2.4089,                 1.9488,                0.18596,                0.52767,                 0.3554,                0.16675,                 3.3645,                 3.4356,                 2.0038,              0.0012706,              0.0012706,              0.0012706
                    114,                 3.4268,                 2.4058,                 1.9737,                0.18596,                0.52767,                 0.3554,                0.16675,                 3.3645,                 3.4356,                 2.0038,              0.0012691,              0.0012691,              0.0012691
                    115,                  3.209,                 2.4049,                 1.9336,                0.18596,                0.52767,                 0.3554,                0.16675,                 3.3645,                 3.4356,                 2.0038,              0.0012677,              0.0012677,              0.0012677
                    116,                 3.3185,                 2.4279,                 1.9992,                0.37066,                0.41701,                0.38565,                0.18492,                  3.339,                 3.2112,                 1.9929,              0.0012663,              0.0012663,              0.0012663
                    117,                 3.3986,                 2.4072,                 1.9459,                0.37066,                0.41701,                0.38565,                0.18492,                  3.339,                 3.2112,                 1.9929,              0.0012649,              0.0012649,              0.0012649
                    118,                 3.4548,                 2.4851,                 1.9966,                0.37066,                0.41701,                0.38565,                0.18492,                  3.339,                 3.2112,                 1.9929,              0.0012635,              0.0012635,              0.0012635
                    119,                 3.2315,                 2.3581,                  1.941,                0.37066,                0.41701,                0.38565,                0.18492,                  3.339,                 3.2112,                 1.9929,              0.0012621,              0.0012621,              0.0012621
                    120,                 3.5631,                 2.5316,                 2.0206,                 0.3996,                0.32906,                0.36127,                0.18172,                 3.4872,                 3.0615,                 2.0318,              0.0012606,              0.0012606,              0.0012606
                    121,                 3.3463,                 2.4522,                 1.9441,                 0.3996,                0.32906,                0.36127,                0.18172,                 3.4872,                 3.0615,                 2.0318,              0.0012592,              0.0012592,              0.0012592
                    122,                 3.1618,                 2.2437,                 1.8952,                 0.3996,                0.32906,                0.36127,                0.18172,                 3.4872,                 3.0615,                 2.0318,              0.0012578,              0.0012578,              0.0012578
                    123,                 3.4321,                 2.4045,                 1.9277,                 0.3996,                0.32906,                0.36127,                0.18172,                 3.4872,                 3.0615,                 2.0318,              0.0012564,              0.0012564,              0.0012564
                    124,                 3.6791,                 2.5084,                 2.0043,                0.38902,                0.35009,                0.37429,                0.18917,                 3.5894,                 2.8432,                 2.0503,               0.001255,               0.001255,               0.001255
                    125,                 3.2024,                 2.3249,                 1.9298,                0.38902,                0.35009,                0.37429,                0.18917,                 3.5894,                 2.8432,                 2.0503,              0.0012536,              0.0012536,              0.0012536
                    126,                 3.2342,                 2.3695,                 1.9607,                0.38902,                0.35009,                0.37429,                0.18917,                 3.5894,                 2.8432,                 2.0503,              0.0012522,              0.0012522,              0.0012522
                    127,                 3.2167,                 2.3671,                 1.9418,                0.38902,                0.35009,                0.37429,                0.18917,                 3.5894,                 2.8432,                 2.0503,              0.0012507,              0.0012507,              0.0012507
                    128,                 3.1562,                 2.2382,                 1.8853,                0.40831,                0.38916,                0.41928,                0.19935,                 3.6961,                  2.639,                 2.0387,              0.0012493,              0.0012493,              0.0012493
                    129,                 3.1437,                 2.3257,                 1.9323,                0.40831,                0.38916,                0.41928,                0.19935,                 3.6961,                  2.639,                 2.0387,              0.0012479,              0.0012479,              0.0012479
                    130,                 3.4239,                 2.3223,                 1.9459,                0.40831,                0.38916,                0.41928,                0.19935,                 3.6961,                  2.639,                 2.0387,              0.0012465,              0.0012465,              0.0012465
                    131,                 3.1812,                 2.4014,                 1.9378,                0.40831,                0.38916,                0.41928,                0.19935,                 3.6961,                  2.639,                 2.0387,              0.0012451,              0.0012451,              0.0012451
                    132,                 3.0584,                 2.3447,                 1.9575,                0.39812,                  0.402,                0.43136,                0.20648,                  3.611,                 2.6536,                 2.0458,              0.0012437,              0.0012437,              0.0012437
                    133,                 3.2015,                 2.3413,                  1.932,                0.39812,                  0.402,                0.43136,                0.20648,                  3.611,                 2.6536,                 2.0458,              0.0012423,              0.0012423,              0.0012423
